Attendance,Grades,Homework Streak,Feedback Behavior,Weekly Test Scores,Attention Test Scores,Ragging,Finance Issue,Mental Health Issue,Physical Health Issue,Discrimination Based on Gender,Physical Disability,Risk Status
88,81,0,3,24,96,1,0,1,1,0,1,1
73,41,1,3,47,57,0,0,0,0,1,1,0
70,3,1,2,51,58,1,1,1,1,0,0,1
73,25,0,5,81,24,1,0,1,1,1,1,1
84,88,1,5,36,81,1,1,1,0,0,0,1
82,95,1,1,56,46,0,1,0,0,1,0,1
51,87,1,4,99,18,0,0,0,1,1,1,1
72,79,1,3,12,15,1,1,1,0,1,0,1
71,21,0,4,16,67,1,0,0,1,1,0,1
54,60,0,3,20,69,0,1,1,1,0,0,1
95,29,1,5,78,74,0,0,0,0,1,1,1
90,22,0,5,31,99,0,0,0,0,1,1,1
89,24,1,1,38,97,1,1,0,1,0,1,1
74,67,0,5,98,2,0,0,1,1,0,1,1
72,9,1,1,85,32,1,1,1,1,0,1,1
67,38,0,4,82,89,0,1,0,1,0,1,1
76,64,1,5,50,24,0,1,0,0,1,0,1
58,79,0,1,33,4,0,0,0,0,1,0,0
55,14,0,2,46,5,1,0,0,0,1,1,1
83,69,1,5,64,1,0,0,0,0,0,1,0
72,81,1,1,15,93,0,0,0,0,0,0,0
68,58,1,2,93,91,0,0,0,0,0,0,0
60,67,1,4,52,53,0,1,1,0,0,1,1
79,83,0,2,88,9,1,0,0,1,1,0,1
61,82,1,3,58,97,0,0,1,1,0,0,1
80,49,0,1,16,80,0,0,0,1,1,0,1
57,1,1,2,0,18,1,1,1,1,1,0,1
80,7,0,5,24,87,0,1,0,1,0,1,1
92,8,1,3,86,17,1,0,1,1,0,0,1
71,31,1,3,89,80,0,1,0,0,1,1,1
57,14,0,4,41,46,0,0,0,0,0,1,1
75,78,0,2,71,64,0,1,1,1,0,1,1
94,20,0,1,1,13,0,0,1,0,0,0,1
69,18,1,3,16,26,1,1,1,1,0,1,1
75,35,0,2,78,59,0,0,0,1,0,0,1
95,44,0,1,23,53,0,1,0,1,0,1,1
92,31,1,1,12,74,0,1,0,0,0,0,1
53,65,1,3,53,42,1,1,1,0,0,0,1
70,90,0,3,18,93,1,1,1,1,1,0,1
99,24,0,1,82,25,0,1,1,1,1,1,1
69,38,0,1,36,65,1,1,0,1,0,1,1
87,41,1,2,84,39,1,0,0,1,1,1,1
83,95,0,1,67,70,0,1,0,0,1,1,1
94,56,1,4,53,29,0,0,0,1,1,0,1
75,75,0,1,55,47,1,1,1,0,0,0,1
57,59,1,1,17,27,1,1,1,0,0,1,1
87,35,1,1,86,64,1,0,1,1,0,0,1
70,75,0,1,82,25,0,1,0,1,0,0,1
84,47,0,3,35,92,1,0,1,1,0,1,1
66,49,0,3,34,87,0,0,1,1,0,1,1
95,29,0,1,4,2,1,1,1,1,1,0,1
90,50,1,3,94,2,1,0,0,1,0,1,1
89,10,1,1,42,79,1,0,0,0,1,1,1
83,42,0,3,53,27,1,1,0,1,1,1,1
83,26,1,3,97,70,1,1,0,0,1,1,1
51,75,1,2,15,97,0,1,1,1,0,1,1
59,57,1,4,27,73,0,0,0,1,0,1,1
73,71,1,5,69,41,1,1,0,0,0,0,1
54,96,0,5,87,64,1,0,0,1,0,0,1
74,91,0,4,83,91,1,0,0,0,1,0,1
56,7,0,5,13,29,0,0,1,1,1,1,1
83,55,0,1,57,77,0,1,1,1,0,0,1
74,84,1,3,20,81,0,1,0,0,0,1,1
60,17,0,2,26,26,0,0,0,1,0,0,1
79,74,1,1,95,64,0,1,1,1,1,1,1
97,92,0,3,15,2,1,1,0,0,0,0,1
78,70,1,4,81,28,0,0,1,0,0,1,1
74,56,1,3,38,64,1,1,0,0,1,0,1
53,28,1,5,82,7,0,1,1,1,0,0,1
68,16,1,4,38,84,0,0,0,1,1,0,1
71,61,1,2,16,0,1,0,0,0,1,0,1
56,68,1,4,89,21,0,0,0,1,0,1,1
70,69,0,4,42,34,0,0,0,1,0,1,1
71,88,0,1,13,61,0,0,1,0,0,0,1
77,44,0,4,47,30,1,1,0,1,1,1,1
76,54,0,5,11,90,0,1,0,0,0,1,1
75,32,0,1,43,19,1,1,1,0,1,0,1
50,76,1,1,18,53,0,1,0,1,1,0,1
96,55,0,3,17,37,1,1,0,1,0,0,1
53,65,0,3,94,40,0,0,0,1,0,1,1
87,12,0,5,89,81,1,1,1,0,1,0,1
57,25,0,1,5,68,0,1,1,1,0,0,1
66,64,1,3,52,16,0,1,0,0,0,1,1
61,69,0,4,88,18,0,1,0,1,0,1,1
61,76,1,3,53,56,0,0,0,1,1,1,1
94,30,0,5,36,14,0,1,0,0,0,1,1
52,40,1,1,3,83,0,1,0,1,1,0,1
55,17,1,3,2,77,0,0,0,0,1,1,1
67,28,1,1,92,8,0,1,1,0,0,0,1
64,28,0,5,1,39,0,1,1,1,0,1,1
55,11,0,5,19,10,0,1,1,0,0,1,1
64,93,0,2,29,37,1,1,1,0,1,1,1
67,65,1,1,41,87,0,1,0,0,0,1,1
91,0,1,1,50,87,0,0,0,0,0,0,1
96,50,1,2,94,57,1,1,1,1,0,1,1
94,27,1,5,44,61,1,0,0,1,0,0,1
80,56,1,1,64,47,1,1,1,1,0,1,1
84,79,1,4,95,65,0,1,0,1,0,1,1
53,52,1,2,62,86,0,1,1,0,0,1,1
50,16,0,5,85,92,1,0,1,0,1,0,1
79,90,1,4,91,93,0,1,1,0,1,1,1
94,77,1,3,84,9,1,1,1,0,1,0,1
94,25,0,2,67,80,1,1,0,1,0,0,1
94,23,1,5,0,14,0,0,1,1,0,0,1
50,60,0,2,94,91,0,0,1,1,0,0,1
67,71,1,4,47,55,0,1,1,0,1,1,1
79,19,0,1,22,62,1,1,0,1,1,1,1
77,65,0,2,72,76,0,1,0,1,0,0,1
84,62,0,3,73,66,0,0,1,0,1,1,1
86,40,1,5,92,80,0,1,1,1,1,0,1
71,68,0,4,7,40,0,0,1,1,0,1,1
80,15,1,5,98,39,1,0,1,1,0,1,1
87,21,1,3,44,1,1,0,0,0,0,1,1
67,19,1,4,77,47,0,0,0,1,1,1,1
88,28,0,2,90,90,1,0,0,1,1,0,1
65,97,1,1,58,43,1,1,0,1,1,1,1
51,10,1,1,16,43,1,1,0,0,0,1,1
65,24,1,1,60,24,1,0,0,1,0,0,1
91,25,1,4,5,29,1,0,1,1,1,0,1
72,53,1,4,46,17,0,0,1,0,1,1,1
95,7,0,4,70,44,1,0,0,0,0,1,1
67,20,1,2,42,50,1,0,0,1,0,0,1
94,99,1,2,44,37,1,0,1,1,1,1,1
72,87,0,5,77,83,0,1,1,1,1,1,1
63,62,0,1,89,59,1,1,0,1,1,1,1
97,62,0,3,22,54,0,1,0,0,0,0,1
52,78,0,3,59,61,0,0,0,0,0,0,0
61,15,1,5,76,14,1,1,0,1,0,1,1
59,4,1,3,55,38,0,1,0,0,0,0,1
90,94,0,2,24,58,1,1,1,1,0,0,1
97,96,1,3,4,9,0,1,1,1,1,0,1
54,85,0,2,16,88,1,0,0,1,1,1,1
60,1,1,4,60,11,1,0,0,0,0,0,1
99,50,1,5,71,16,1,0,0,1,0,1,1
56,23,1,2,36,85,1,1,0,0,1,0,1
94,64,0,4,90,43,1,1,1,0,1,0,1
58,14,1,4,89,13,0,0,1,1,0,0,1
58,91,0,3,61,22,0,0,0,0,1,0,0
58,77,0,4,25,24,0,1,1,0,1,1,1
94,37,1,3,95,11,0,0,0,0,1,1,0
87,52,0,3,90,83,1,0,0,0,1,0,1
68,98,0,5,0,93,1,0,1,0,0,1,1
52,76,0,1,48,47,1,1,1,1,1,1,1
55,2,1,1,38,92,0,0,0,0,0,0,1
79,97,1,3,95,88,0,0,0,0,1,0,0
87,78,0,4,10,52,0,0,0,0,0,1,0
86,17,1,5,38,54,1,0,0,0,1,1,1
92,44,0,1,2,98,0,0,1,0,0,0,1
79,71,1,2,17,74,0,0,0,1,0,0,1
77,27,0,4,4,30,1,0,0,1,0,1,1
67,23,1,2,59,50,0,0,1,0,1,1,1
61,99,1,1,52,67,1,0,1,1,1,0,1
99,65,0,5,97,41,0,0,0,1,0,0,1
58,71,1,5,3,73,0,1,1,0,1,1,1
74,57,1,5,53,50,0,1,1,0,0,1,1
53,75,1,3,82,54,0,0,1,0,1,1,1
98,57,1,5,75,91,1,1,1,1,0,0,1
61,10,1,2,3,4,0,0,0,1,0,1,1
65,8,0,4,7,1,0,1,1,0,1,0,1
53,14,1,4,98,94,1,0,0,0,1,1,1
86,93,1,5,75,91,0,1,0,0,1,1,1
89,95,0,4,46,23,1,0,1,0,0,0,1
71,26,1,3,62,89,1,1,0,1,0,0,1
79,51,1,4,34,18,1,1,1,1,1,1,1
53,41,1,5,48,26,1,0,1,0,0,1,1
61,80,0,1,50,84,0,1,0,0,0,1,1
65,41,1,2,56,69,1,0,1,0,0,0,1
95,45,0,4,51,56,1,1,0,1,0,1,1
76,95,0,2,20,12,1,1,1,0,0,0,1
65,26,1,5,13,15,0,1,0,1,1,0,1
83,69,1,3,76,14,1,0,0,0,0,0,1
61,77,0,2,47,30,1,1,0,1,1,0,1
55,9,1,1,27,72,1,1,1,1,0,0,1
80,21,0,5,8,51,1,0,0,1,0,1,1
54,2,1,3,89,97,1,0,0,1,0,1,1
82,32,0,2,52,26,1,0,0,0,0,1,1
87,68,0,2,77,76,0,0,1,0,0,0,1
93,40,1,3,1,47,0,0,0,1,1,0,1
95,6,1,4,31,66,1,0,1,0,0,1,1
79,65,1,2,14,19,0,1,0,1,1,0,1
77,53,0,1,32,4,0,1,1,1,1,0,1
89,52,0,5,53,59,0,0,0,0,0,1,0
77,62,0,4,37,14,0,0,1,0,1,0,1
79,63,1,3,90,58,1,0,1,1,0,0,1
58,76,1,2,24,35,1,0,0,0,0,1,1
61,58,0,4,84,7,0,1,1,1,0,0,1
83,45,0,5,55,13,1,0,0,1,0,1,1
64,86,0,3,17,64,0,1,0,1,1,1,1
88,76,1,1,58,39,0,1,1,1,0,1,1
61,16,0,1,90,7,1,0,1,0,1,0,1
60,67,1,1,76,99,0,0,0,0,0,1,0
75,86,1,1,45,63,1,1,0,0,1,0,1
82,24,1,3,1,2,0,0,0,1,0,1,1
90,5,0,4,2,10,0,0,1,1,0,1,1
56,84,1,5,83,86,0,0,0,0,0,1,0
80,10,1,4,26,29,1,0,1,1,1,0,1
72,60,1,1,59,46,0,1,0,0,1,1,1
61,89,0,5,37,8,1,0,0,0,0,0,1
85,26,0,1,71,35,1,1,0,0,0,0,1
70,25,1,2,22,56,0,0,0,1,1,1,1
54,94,0,1,68,0,1,0,0,0,1,1,1
54,25,0,2,90,95,0,1,0,0,0,1,1
99,69,1,4,42,70,0,1,1,1,0,0,1
79,27,1,3,13,16,1,1,0,1,0,1,1
77,64,1,5,68,73,0,1,0,0,1,0,1
97,33,0,1,86,63,0,0,0,1,0,1,1
69,2,0,2,52,94,0,1,1,0,0,1,1
90,73,0,3,36,21,0,1,0,0,0,1,1
76,78,1,3,75,62,0,0,0,1,1,1,1
76,61,0,2,11,92,1,1,0,0,1,1,1
59,39,0,3,72,33,0,1,1,0,1,0,1
81,23,0,2,46,7,0,0,0,0,0,0,1
80,52,1,5,43,14,0,1,0,0,0,1,1
67,69,0,4,51,54,0,1,1,0,0,0,1
57,34,1,5,92,15,1,0,0,1,0,0,1
85,95,0,4,94,26,0,1,1,0,1,0,1
59,2,0,2,87,11,0,1,1,1,1,1,1
78,78,1,4,14,78,0,1,0,0,1,0,1
97,27,0,3,63,41,0,0,1,0,0,1,1
98,27,0,3,31,56,0,1,1,1,0,1,1
57,64,0,1,62,80,0,1,0,1,1,1,1
53,85,0,2,86,24,0,1,0,0,1,0,1
57,17,1,5,17,2,0,0,0,0,1,0,1
58,72,1,2,79,63,1,1,0,0,1,0,1
87,8,0,1,50,95,1,1,1,1,0,1,1
55,45,1,4,36,68,1,0,1,0,0,1,1
83,13,0,5,77,43,1,1,1,0,1,1,1
78,20,1,5,65,9,0,1,0,0,1,1,1
96,21,0,3,8,89,0,0,1,1,0,1,1
88,87,1,1,61,59,1,1,0,0,0,1,1
99,1,1,5,13,33,1,1,1,1,1,1,1
58,38,0,4,80,27,0,1,1,1,0,1,1
51,56,0,4,17,10,1,1,0,1,1,1,1
52,75,0,5,77,94,1,1,0,1,0,0,1
66,24,1,2,58,61,0,0,1,1,0,1,1
52,93,1,3,18,26,0,0,1,1,1,0,1
61,31,0,5,29,32,0,1,1,1,0,1,1
81,21,1,1,38,81,1,0,1,1,1,1,1
60,92,1,4,14,29,1,0,1,1,0,1,1
70,76,1,1,47,93,1,0,0,0,1,0,1
86,92,0,4,52,56,1,0,1,0,0,1,1
64,65,0,2,39,38,0,0,1,0,1,1,1
57,95,0,3,9,5,1,0,1,0,1,1,1
79,54,0,5,63,33,1,0,1,0,0,0,1
55,10,1,5,7,32,1,0,0,1,1,0,1
64,92,1,3,81,74,0,1,0,1,1,1,1
96,48,1,5,62,41,0,0,0,1,0,1,1
65,21,0,4,97,42,1,1,0,0,0,1,1
82,75,0,5,28,50,1,1,0,1,1,0,1
73,4,1,2,69,78,1,1,0,0,0,0,1
77,78,1,1,96,27,0,0,1,0,0,1,1
56,53,1,4,79,48,1,0,1,1,0,0,1
59,99,1,5,53,11,1,1,0,0,0,0,1
51,55,0,2,1,51,0,1,1,1,0,0,1
61,42,1,5,21,71,1,0,1,0,1,0,1
73,95,1,4,40,12,1,0,0,1,0,1,1
56,43,0,3,4,96,0,1,1,0,0,0,1
90,72,0,4,85,54,0,1,0,1,1,0,1
86,22,1,1,44,55,0,1,0,0,0,1,1
62,39,1,3,91,11,0,0,0,1,0,1,1
85,40,1,2,92,59,1,0,0,0,1,0,1
55,34,1,2,96,90,1,0,0,0,0,0,1
62,35,0,1,35,5,1,0,0,0,0,1,1
68,52,1,1,14,42,1,0,1,0,0,1,1
50,95,0,5,80,47,0,0,1,0,1,0,1
51,59,0,1,51,8,0,0,1,1,1,0,1
70,36,0,3,42,21,0,0,1,1,1,0,1
63,49,1,1,41,70,1,1,1,1,1,1,1
76,18,0,4,73,88,1,0,1,0,0,0,1
98,53,1,3,15,29,1,0,0,1,1,0,1
93,13,0,4,84,13,0,0,1,1,1,1,1
71,54,0,3,27,35,1,0,1,0,1,0,1
64,63,0,1,54,5,1,0,1,1,1,1,1
63,57,0,5,48,77,1,0,1,1,0,1,1
90,47,1,3,25,37,1,0,1,0,1,1,1
53,11,1,1,80,30,1,1,0,1,1,1,1
91,85,0,2,64,96,0,0,0,1,1,0,1
67,64,0,2,0,66,1,0,1,0,1,0,1
55,41,1,2,77,52,1,1,1,1,0,0,1
76,17,1,3,99,77,1,1,1,0,1,1,1
77,17,1,1,6,59,1,0,0,0,1,0,1
93,33,0,5,56,94,1,1,1,1,1,0,1
95,40,1,2,24,0,1,0,0,1,1,1,1
91,99,1,2,32,9,0,1,0,1,1,0,1
63,35,0,1,0,18,0,0,0,1,0,1,1
95,34,1,5,40,47,1,0,0,1,0,0,1
98,91,0,5,56,16,0,0,1,1,0,0,1
67,99,0,3,38,43,1,0,0,0,1,0,1
72,32,1,3,57,41,1,0,0,1,0,0,1
81,24,0,1,77,79,1,1,0,1,1,1,1
75,9,0,3,3,21,1,1,0,1,1,1,1
78,91,1,2,38,21,1,0,0,1,1,1,1
63,45,1,5,73,27,0,1,1,0,1,0,1
57,26,1,5,60,62,1,1,1,1,0,0,1
76,13,1,1,12,25,0,0,1,1,1,1,1
67,36,1,1,76,4,1,1,1,1,1,0,1
54,42,1,3,34,88,1,0,0,0,0,1,1
93,24,0,1,78,8,1,1,1,0,0,1,1
97,48,1,1,77,53,0,0,0,0,1,0,0
80,51,0,2,5,87,1,1,0,0,1,0,1
78,92,1,3,64,91,1,1,1,1,0,1,1
58,99,0,4,14,28,0,0,1,1,1,1,1
77,31,0,2,25,30,1,1,1,0,1,1,1
56,32,0,4,90,97,1,0,0,0,1,0,1
57,44,0,3,51,77,1,1,0,0,1,1,1
76,90,1,3,60,51,1,0,0,0,1,1,1
61,8,0,5,13,86,0,1,0,0,1,1,1
87,17,1,5,22,81,0,0,0,0,0,0,1
79,22,1,1,99,42,1,0,1,1,0,0,1
99,29,1,4,78,67,0,1,0,1,1,1,1
70,0,1,1,80,39,1,1,0,0,1,1,1
79,6,0,3,14,84,1,1,0,1,0,1,1
78,79,0,3,17,2,0,1,0,0,0,0,1
73,21,1,1,81,31,0,0,1,1,1,0,1
59,82,0,4,4,79,1,1,1,0,0,1,1
50,67,0,3,52,9,0,1,1,0,0,1,1
88,23,0,5,16,82,0,1,1,0,0,1,1
69,58,1,5,61,87,0,0,0,0,0,0,0
57,11,0,5,34,81,1,0,1,0,0,1,1
88,54,0,2,98,83,0,1,1,0,0,1,1
53,64,0,5,3,67,1,1,1,0,1,1,1
80,24,1,1,77,9,1,1,1,0,0,0,1
87,68,0,3,8,67,0,0,1,1,0,0,1
91,41,0,3,99,70,0,0,1,1,0,1,1
55,34,1,1,59,80,1,0,1,1,0,0,1
66,66,1,2,64,87,1,1,0,0,0,0,1
76,8,1,3,27,94,0,0,0,0,1,0,1
81,35,0,3,91,90,1,1,1,0,0,0,1
56,4,0,3,73,25,1,0,1,1,1,1,1
75,67,1,3,65,99,1,0,1,1,1,0,1
61,36,1,2,42,44,0,0,1,0,1,0,1
67,66,1,1,35,97,0,0,1,1,0,0,1
81,12,1,2,35,48,0,1,0,0,0,1,1
81,63,1,1,99,96,0,0,0,1,0,0,1
70,89,1,1,24,68,0,0,0,1,1,0,1
76,24,0,2,22,97,0,1,0,0,1,1,1
89,33,0,1,25,14,1,1,0,0,1,1,1
60,47,1,4,68,88,0,0,1,1,1,0,1
88,48,1,1,13,7,1,0,0,0,0,0,1
54,44,0,1,77,45,0,0,1,0,0,0,1
89,99,1,3,86,1,1,0,1,1,1,1,1
65,56,0,3,42,99,0,0,1,1,1,0,1
63,99,0,4,22,80,0,0,1,0,0,1,1
85,9,1,2,40,98,1,1,1,0,0,1,1
88,47,1,2,35,6,1,1,0,1,1,0,1
61,4,0,4,12,72,1,0,0,1,0,1,1
89,75,1,1,16,30,0,1,1,1,0,1,1
61,26,0,1,87,9,1,1,1,0,0,1,1
98,9,1,4,60,9,1,1,1,1,1,1,1
86,89,0,1,67,14,0,0,1,0,1,1,1
68,73,0,1,74,70,1,0,1,1,0,1,1
61,28,1,5,39,10,0,1,1,1,1,0,1
84,89,1,1,10,11,0,0,0,0,0,0,0
66,68,0,2,17,54,1,0,0,1,0,0,1
78,30,0,4,87,98,1,0,1,1,0,0,1
59,47,1,3,23,69,0,1,1,1,0,0,1
87,33,0,5,58,24,1,1,0,1,0,1,1
58,93,1,5,94,86,1,1,1,0,0,0,1
67,93,1,4,23,26,0,0,0,0,0,0,0
98,84,1,2,91,64,0,0,1,1,0,1,1
94,53,0,4,10,58,1,0,1,1,1,0,1
78,80,1,2,20,35,0,0,1,0,0,1,1
75,95,0,2,9,2,1,1,1,0,1,0,1
80,38,1,1,5,51,0,1,1,0,0,0,1
87,65,1,3,94,65,0,1,0,1,0,0,1
80,65,0,2,93,58,0,0,1,0,1,0,1
68,30,0,1,91,7,0,0,0,0,0,1,1
62,41,0,5,18,82,1,0,1,0,1,1,1
51,37,0,4,71,16,1,0,0,0,1,0,1
77,42,0,3,78,88,1,1,0,0,1,0,1
60,1,1,2,0,53,0,0,1,0,1,0,1
53,62,1,3,0,84,1,1,1,0,0,1,1
66,5,1,1,10,1,0,1,1,0,1,0,1
77,14,0,5,16,47,0,1,1,1,1,0,1
56,9,1,5,83,10,0,0,1,0,1,0,1
50,85,1,4,48,5,0,0,1,1,0,0,1
57,67,1,3,78,93,0,1,1,1,1,0,1
75,30,1,5,48,14,0,0,1,0,1,0,1
53,23,1,2,42,17,1,0,0,1,0,0,1
86,81,1,4,2,94,0,1,0,0,0,0,1
94,10,0,3,47,15,0,0,1,0,1,1,1
71,47,1,1,0,46,1,1,0,0,0,0,1
99,55,0,3,5,47,1,1,0,1,0,1,1
58,48,1,5,50,19,0,1,0,1,1,0,1
97,6,1,1,85,53,0,0,1,0,0,1,1
88,70,0,1,88,54,0,1,0,1,1,1,1
92,21,0,4,45,40,1,0,0,0,1,0,1
83,35,0,3,63,46,0,0,1,1,0,1,1
86,27,1,5,44,24,0,1,0,1,1,1,1
54,16,1,2,41,49,0,0,0,0,1,1,1
77,38,1,2,37,80,0,0,0,1,0,1,1
63,36,0,3,9,24,1,0,0,1,1,0,1
63,7,0,4,93,76,0,0,0,0,0,1,1
91,14,1,2,93,97,0,1,0,1,1,1,1
58,37,1,5,80,60,0,1,0,1,0,0,1
56,68,1,4,90,68,0,0,0,0,1,1,0
80,31,1,4,67,20,1,1,1,1,0,0,1
62,72,1,5,58,53,1,0,1,1,0,0,1
84,35,0,4,23,85,1,1,0,1,0,1,1
53,71,1,3,5,57,1,1,1,1,0,1,1
90,87,1,2,43,69,1,0,1,0,1,0,1
66,58,0,2,92,39,1,1,1,1,1,0,1
55,56,1,4,75,95,0,0,0,1,0,0,1
90,67,1,4,50,0,0,1,1,0,1,1,1
79,81,1,5,27,12,1,1,0,0,0,1,1
72,53,0,4,23,86,1,1,1,0,1,1,1
87,27,1,3,70,46,1,0,1,0,1,0,1
73,36,1,4,92,89,1,1,1,1,0,0,1
86,81,0,1,8,87,0,1,1,1,1,0,1
93,33,0,1,76,87,1,1,0,0,0,1,1
84,40,0,4,22,92,1,1,1,1,0,1,1
56,40,0,5,84,28,0,1,1,1,0,1,1
56,83,0,1,37,39,1,0,0,0,0,0,1
74,31,0,3,95,8,1,0,1,1,0,0,1
62,86,0,2,97,17,1,1,1,1,0,0,1
67,3,1,4,5,79,0,1,1,0,0,1,1
81,0,1,1,31,53,1,0,1,0,1,1,1
98,32,1,2,97,84,1,1,0,1,0,0,1
87,5,1,3,8,65,1,1,0,0,0,1,1
50,7,0,5,59,15,0,0,1,0,0,1,1
60,69,0,2,32,60,1,1,1,0,0,0,1
99,15,1,4,54,8,1,0,1,0,1,1,1
94,88,1,2,62,60,0,1,1,1,1,1,1
54,75,0,4,65,65,0,1,1,0,1,1,1
81,64,1,5,58,54,1,1,0,0,0,1,1
60,33,1,1,18,80,0,0,0,0,0,0,1
79,34,0,5,93,79,1,0,1,1,1,1,1
83,32,0,4,93,41,1,0,1,1,0,1,1
91,62,0,2,90,1,1,0,0,1,0,1,1
98,46,1,3,69,63,1,0,0,1,0,0,1
63,56,1,1,69,14,1,0,1,0,0,0,1
69,66,1,1,33,20,0,0,0,1,0,1,1
91,56,1,2,56,3,0,0,1,1,1,0,1
62,31,0,3,38,28,0,1,0,0,0,1,1
94,80,0,1,0,96,1,1,0,1,1,0,1
93,70,0,3,20,56,1,1,0,0,0,1,1
66,10,1,2,43,95,0,0,1,1,1,1,1
87,22,0,4,97,33,1,0,0,1,1,0,1
64,54,0,4,14,30,1,0,0,0,0,1,1
86,14,0,5,39,91,0,0,1,1,1,0,1
54,35,1,4,54,23,1,0,0,1,1,1,1
97,52,0,1,66,49,0,0,0,1,1,1,1
50,67,0,2,27,61,1,1,0,0,0,0,1
99,48,0,1,8,69,0,0,0,0,1,1,0
87,51,1,5,37,31,1,1,0,0,0,0,1
61,58,1,4,19,3,0,1,0,0,1,0,1
94,86,0,2,66,38,0,0,0,0,1,0,0
55,45,0,2,7,55,1,0,0,0,1,0,1
90,45,0,3,35,49,0,0,1,0,0,0,1
96,80,1,3,50,78,1,0,1,1,1,1,1
66,97,1,2,14,2,1,1,0,0,1,0,1
66,20,0,4,33,99,1,1,1,1,1,1,1
60,39,1,5,71,87,0,0,1,1,1,1,1
55,98,0,5,55,12,0,0,0,0,0,1,0
73,42,0,1,51,73,1,1,0,1,0,1,1
97,61,0,1,16,54,0,1,1,1,1,0,1
53,54,0,3,24,95,1,0,1,1,1,1,1
88,96,0,1,30,86,1,1,0,1,0,1,1
98,97,0,2,44,0,1,0,0,1,1,1,1
68,48,1,2,7,33,0,1,0,0,0,1,1
80,49,1,1,47,99,0,1,0,0,1,1,1
66,95,1,2,83,98,0,1,0,1,1,1,1
81,85,0,5,15,35,1,1,0,1,0,1,1
92,0,1,4,91,64,0,1,1,1,1,1,1
97,22,0,2,74,44,0,1,1,1,0,1,1
71,63,0,5,81,93,0,1,0,1,1,1,1
83,81,0,5,95,44,0,1,0,1,1,0,1
60,64,0,2,60,16,1,1,0,1,0,0,1
94,37,1,5,32,66,0,0,1,0,1,0,1
81,45,1,4,53,3,1,1,1,0,1,1,1
69,47,1,1,92,33,1,1,1,1,0,1,1
52,8,1,3,5,47,1,1,0,0,0,0,1
69,48,1,5,90,21,1,0,0,1,0,1,1
81,41,1,3,33,98,0,1,1,1,1,1,1
69,33,0,1,51,29,0,0,1,1,1,0,1
89,85,1,4,37,57,0,1,0,0,1,0,1
89,96,1,3,74,46,0,0,0,0,1,1,0
83,80,1,2,55,80,1,0,1,0,1,1,1
94,17,0,5,6,1,1,1,1,0,1,1,1
94,26,1,5,95,29,1,0,1,1,0,1,1
80,5,0,5,29,27,0,0,1,0,1,0,1
89,43,0,1,87,18,1,0,0,1,0,1,1
62,22,1,4,45,39,0,0,0,1,0,0,1
66,68,1,2,20,44,1,0,1,1,0,1,1
66,56,0,1,78,84,0,1,0,1,0,0,1
56,73,0,2,66,10,1,1,0,0,1,1,1
54,85,1,1,6,64,0,0,1,0,0,1,1
95,43,1,4,20,58,1,0,1,1,0,0,1
70,21,1,2,23,33,1,1,1,1,0,1,1
80,63,0,1,16,44,0,0,1,0,1,1,1
62,56,1,5,84,77,0,0,0,1,1,1,1
83,25,1,5,21,19,1,1,1,0,1,1,1
76,15,1,2,45,78,0,1,0,0,1,0,1
68,33,0,3,16,46,1,0,0,0,1,0,1
56,88,1,3,61,81,1,1,0,0,0,0,1
52,69,0,4,2,85,1,1,0,1,1,1,1
76,62,1,5,35,77,0,1,0,1,0,1,1
96,70,0,2,38,28,0,1,0,1,1,1,1
75,55,1,5,71,14,0,0,0,0,0,1,0
63,13,0,5,97,66,1,0,1,0,1,0,1
77,91,1,3,85,47,1,0,0,0,1,0,1
87,12,0,2,49,30,0,0,0,1,1,0,1
95,2,0,3,74,50,0,0,1,1,1,0,1
71,84,0,1,59,62,1,0,1,0,0,1,1
93,62,1,1,69,33,0,0,0,1,1,1,1
55,0,1,3,21,74,0,1,1,0,0,0,1
99,19,1,3,68,89,0,0,0,1,1,1,1
75,35,1,4,39,47,1,1,1,0,1,1,1
62,86,1,2,53,41,1,1,1,1,0,0,1
56,19,1,2,77,33,1,1,0,1,0,1,1
97,1,0,2,80,0,0,0,1,1,1,0,1
59,30,1,3,92,5,1,0,1,0,1,1,1
60,99,1,5,42,62,1,0,1,1,0,0,1
58,60,1,4,13,43,0,1,0,1,0,0,1
76,76,1,3,13,26,0,1,1,0,0,1,1
66,63,1,3,23,63,0,1,1,0,0,1,1
81,25,0,5,68,41,0,0,0,1,0,1,1
80,49,1,2,55,27,0,0,0,0,0,1,0
87,17,0,2,63,14,0,0,0,0,1,1,1
88,80,0,1,17,2,1,0,1,0,1,1,1
98,15,0,2,94,19,1,0,1,0,0,0,1
56,25,0,2,75,12,0,0,1,0,1,0,1
98,79,1,4,17,31,1,0,1,1,1,1,1
56,57,0,3,8,49,1,0,0,0,0,0,1
51,40,1,2,57,38,0,0,1,1,0,0,1
97,27,1,1,63,94,0,0,1,1,0,0,1
51,10,1,1,16,54,1,1,0,0,0,1,1
71,8,1,5,41,1,0,0,1,1,0,1,1
96,88,1,5,48,33,0,1,1,0,1,1,1
50,20,0,4,26,63,1,1,1,0,0,0,1
72,79,0,1,98,49,1,1,0,1,1,0,1
86,94,0,5,59,80,0,0,1,0,1,1,1
76,51,1,3,64,44,0,0,1,1,0,0,1
70,89,1,2,45,12,1,1,0,0,1,0,1
